"feature","method","group1","group2","p_values","adj_method","p_adjust","description"
"K07092","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.347861603502132,"BH",0.432839886004202,"K07092; uncharacterized protein"
"K07093","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00922854360235683,"BH",0.0203931870262522,"K07093; uncharacterized protein"
"K07094","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",7.2948399628948e-05,"BH",0.000288418311083568,"pcrB; putative glycerol-1-phosphate prenyltransferase [EC:2.5.1.-]"
"K07095","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.129123940521848,"BH",0.193551421424701,"K07095; uncharacterized protein"
"K07096","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.508694403116522,"BH",0.572841601137393,"K07096; uncharacterized protein"
"K07097","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.642862195507286,"BH",0.683347219481854,"K07097; uncharacterized protein"
"K07098","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.27523546225216e-06,"BH",1.14688357465533e-05,"K07098; uncharacterized protein"
"K07099","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000907517717560837,"BH",0.00260299574381986,"K07099; uncharacterized protein"
"K07100","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.173008150976164,"BH",0.247786239277824,"K07100; putative phosphoribosyl transferase"
"K07101","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.017598681126211,"BH",0.0356088749974185,"K07101; uncharacterized protein"
"K07102","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.122362040536635,"BH",0.184711694624807,"amgK; N-acetylmuramate 1-kinase [EC:2.7.1.221]"
"K07103","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0915330870818301,"BH",0.145593491531072,"K07103; uncharacterized protein"
"K07104","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0172415807823572,"BH",0.034974316388188,"catE; catechol 2,3-dioxygenase [EC:1.13.11.2]"
"K07105","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",5.69069783666395e-05,"BH",0.000232665134039682,"K07105; uncharacterized protein"
"K07106","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0761030898092176,"BH",0.12551042748753,"murQ; N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126]"
"K07107","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.07121752827079e-05,"BH",5.71650509231782e-05,"ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-]"
"K07108","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0145357884486855,"BH",0.0301980397614994,"K07108; uncharacterized protein"
"K07109","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.923545096100657,"BH",0.928502724750951,"K07109; uncharacterized protein"
"K07110","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00194128823476672,"BH",0.00511195931158139,"ramB; XRE family transcriptional regulator, fatty acid utilization regulator"
"K07112","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.806267040446471,"BH",0.822633057983892,"K07112; uncharacterized protein"
"K07113","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.132045928100629,"BH",0.197347171949257,"fxsA; UPF0716 protein FxsA"
"K07114","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",6.8768037648311e-06,"BH",3.94985350462716e-05,"yfbK; Ca-activated chloride channel homolog"
"K07115","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0187336297227477,"BH",0.0376600772782542,"rlmJ; 23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]"
"K07116","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000253581176260562,"BH",0.000844982169591615,"pvdQ, quiP; acyl-homoserine-lactone acylase [EC:3.5.1.97]"
"K07117","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0528738513876935,"BH",0.0922761419673915,"K07117; uncharacterized protein"
"K07118","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.115808025260993,"BH",0.176101359289099,"K07118; uncharacterized protein"
"K07119","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0430558220420963,"BH",0.0773940571863714,"PTGR3, ZADH2; prostaglandin reductase 3 [EC:1.3.1.48]"
"K07120","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00528517056690037,"BH",0.0124326999295702,"K07120; uncharacterized protein"
"K07121","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00110283014450885,"BH",0.00308909931074064,"K07121; uncharacterized protein"
"K07122","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000148816746538227,"BH",0.000531510595264013,"mlaB; phospholipid transport system transporter-binding protein"
"K07123","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0608274078880391,"BH",0.104045079525243,"K07123; uncharacterized protein"
"K07124","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0669941772321732,"BH",0.112954049959091,"K07124; uncharacterized protein"
"K07125","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.335042669592922,"BH",0.421321321226927,"K07125; uncharacterized protein"
"K07126","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",4.78420523561368e-06,"BH",2.90911436211647e-05,"K07126; uncharacterized protein"
"K07127","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000644161533713069,"BH",0.0019062719672998,"uraH, pucM, hiuH; 5-hydroxyisourate hydrolase [EC:3.5.2.17]"
"K07128","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.417908224490376,"BH",0.496277359961124,"K07128; uncharacterized protein"
"K07129","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0975130879066604,"BH",0.152697163882701,"K07129; uncharacterized protein"
"K07130","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.039391422303693,"BH",0.071913409765802,"kynB; arylformamidase [EC:3.5.1.9]"
"K07131","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",3.96480237906388e-05,"BH",0.000168921091076851,"K07131; uncharacterized protein"
"K07132","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.642059604308773,"BH",0.682653309752667,"MuB; ATP-dependent target DNA activator"
"K07133","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.399641461272531,"BH",0.480258245452935,"K07133; uncharacterized protein"
"K07136","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0829908012522925,"BH",0.134692572972619,"K07136; uncharacterized protein"
"K07137","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0262024006603487,"BH",0.0504065318458262,"K07137; uncharacterized protein"
"K07138","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.318451493705764,"BH",0.406144479659068,"K07138; uncharacterized protein"
"K07139","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.125718961726576,"BH",0.189256732517699,"K07139; uncharacterized protein"
"K07140","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00155795605165717,"BH",0.00422626490838429,"K07140; uncharacterized protein"
"K07141","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00192602865627652,"BH",0.00507373098046486,"mocA; molybdenum cofactor cytidylyltransferase [EC:2.7.7.76]"
"K07142","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0146446669819321,"BH",0.0303412467005569,"mptE; 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]"
"K07143","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.157610356119149,"BH",0.228849701450829,"K07143; UPF0148 protein"
"K07144","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.560786705518716,"BH",0.613071792567718,"mfnE; 5-(aminomethyl)-3-furanmethanol phosphate kinase [EC:2.7.4.31]"
"K07145","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",5.59056606487182e-06,"BH",3.2959991047403e-05,"isdG, isdI; heme oxygenase (staphylobilin-producing) [EC:1.14.99.48]"
"K07146","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0887087597166571,"BH",0.142216951553252,"K07146; UPF0176 protein"
"K07147","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.02758201249568e-06,"BH",1.07660150042907e-05,"msrP; methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]"
"K07148","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00070489208221948,"BH",0.002065870213956,"K07148; uncharacterized protein"
"K07149","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.161364531021682,"BH",0.233358987532095,"K07149; uncharacterized protein"
"K07150","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.30163978102975e-06,"BH",1.15146503477778e-05,"K07150; uncharacterized protein"
"K07151","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00158592857725889,"BH",0.00429703042177637,"STT3; dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18]"
"K07152","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.284705757370074,"BH",0.371634248115682,"SCO1; protein SCO1"
"K07153","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.158958419786398,"BH",0.230611154002508,"hflD; high frequency lysogenization protein"
"K07154","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.185695803232486,"BH",0.262737557880011,"hipA; serine/threonine-protein kinase HipA [EC:2.7.11.1]"
"K07155","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0926677973812196,"BH",0.146944343052196,"qodI; quercetin 2,3-dioxygenase [EC:1.13.11.24]"
"K07156","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00408388210744007,"BH",0.00987004351651416,"copC, pcoC; copper resistance protein C"
"K07157","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0730567194698727,"BH",0.121292120532528,"K07157; uncharacterized protein"
"K07158","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0140080955758779,"BH",0.0295644771092008,"K07158; uncharacterized protein"
"K07159","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0140771211015395,"BH",0.0296826649753622,"K07159; uncharacterized protein"
"K07160","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.97942062665612,"BH",0.979850637175653,"pxpA; 5-oxoprolinase (ATP-hydrolysing) subunit A [EC:3.5.2.9]"
"K07161","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00933025100930248,"BH",0.0205935166987168,"K07161; uncharacterized protein"
"K07164","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000190242062349629,"BH",0.000655656535529147,"K07164; uncharacterized protein"
"K07165","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00299974273540918,"BH",0.00745817106355961,"fecR; transmembrane sensor"
"K07166","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",8.62089567195667e-06,"BH",4.77185771769197e-05,"K07166; ACT domain-containing protein"
"K07167","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000438833192380711,"BH",0.00135832633149855,"chrR; putative transcriptional regulator"
"K07168","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0646147033709825,"BH",0.109658915651449,"K07168; CBS domain-containing membrane protein"
"K07171","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0249595469911641,"BH",0.048328413321512,"mazF, ndoA, chpA; mRNA interferase MazF [EC:3.1.-.-]"
"K07172","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00264297343783052,"BH",0.00663997295884214,"mazE, chpAI; antitoxin MazE"
"K07173","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.59729691301287e-06,"BH",1.31555683100674e-05,"luxS; S-ribosylhomocysteine lyase [EC:4.4.1.21]"
"K07175","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.473112261507248,"BH",0.542468201889223,"phoH2; PhoH-like ATPase"
"K07176","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.113534266581513,"BH",0.173163821140389,"K07176; putative serine/threonine protein kinase"
"K07177","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000515597962767298,"BH",0.00156441530114392,"K07177; Lon-like protease"
"K07178","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",9.50682452364714e-05,"BH",0.000362659890868593,"RIOK1; RIO kinase 1 [EC:2.7.11.1]"
"K07179","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.199559852827666,"BH",0.278662272276565,"RIOK2; RIO kinase 2 [EC:2.7.11.1]"
"K07180","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0704611975472116,"BH",0.117754002306011,"prkA; serine protein kinase"
"K07181","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000824930617730459,"BH",0.00238596391064329,"cdgJ; c-di-GMP phosphodiesterase [EC:3.1.4.52]"
"K07182","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0141848862848072,"BH",0.0298179220919256,"K07182; CBS domain-containing protein"
"K07183","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00237620979734854,"BH",0.00602737297761581,"nasT; two-component system, response regulator / RNA-binding antiterminator"
"K07184","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0169806581589856,"BH",0.0345116037386133,"ygiM; SH3 domain protein"
"K07186","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",8.94744361905724e-07,"BH",1.06342951481985e-05,"smp; membrane protein"
"K07190","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0584149363906721,"BH",0.100370618365373,"PHKA_B; phosphorylase kinase alpha/beta subunit"
"K07192","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.1765125725602,"BH",0.252118668203411,"FLOT; flotillin"
"K07213","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.91099971311349e-06,"BH",1.49127785831551e-05,"ATOX1, ATX1, copZ, golB; copper chaperone"
"K07214","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00662390052476823,"BH",0.0152281768916481,"fes; iron(III)-enterobactin esterase [EC:3.1.1.108]"
"K07215","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.25586269955972,"BH",0.339461895039348,"pigA, hemO; heme oxygenase (biliverdin-IX-beta and delta-forming) [EC:1.14.99.58]"
"K07216","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00107130308712086,"BH",0.00301260089668667,"hr; hemerythrin"
"K07217","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0589922712240703,"BH",0.101260807554989,"K07217; Mn-containing catalase"
"K07218","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0515337557327354,"BH",0.0903178449401305,"nosD; nitrous oxidase accessory protein"
"K07219","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",9.89106507253923e-05,"BH",0.000375119671766314,"K07219; putative molybdopterin biosynthesis protein"
"K07220","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0799599196294127,"BH",0.130673203582755,"K07220; uncharacterized protein"
"K07221","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0931293569283806,"BH",0.147453916378091,"oprO_P; phosphate-selective porin OprO and OprP"
"K07222","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0518148888186699,"BH",0.0907291444581012,"K07222; putative flavoprotein involved in K+ transport"
"K07223","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0776528463267922,"BH",0.127727347807977,"yfeX; porphyrinogen peroxidase [EC:1.11.1.-]"
"K07224","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00262568962242075,"BH",0.00660261697953587,"efeO; iron uptake system component EfeO"
"K07225","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000137165525972645,"BH",0.000497302325934234,"hmuS; putative hemin transport protein"
"K07226","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",4.458607346572e-05,"BH",0.000187390346272156,"hugZ, hutZ; heme iron utilization protein"
"K07227","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",8.72585078812963e-06,"BH",4.82019523132559e-05,"chuX; heme iron utilization protein"
"K07228","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0441674927798295,"BH",0.0790805582158727,"K07228; TrkA domain protein"
"K07229","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.646306066016568,"BH",0.6860478675915,"yqjH; ferric-chelate reductase (NADPH) [EC:1.16.1.9]"
"K07230","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",9.57087976838768e-07,"BH",1.06406698107177e-05,"p19, ftrA; periplasmic iron binding protein"
"K07231","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0669755036815792,"BH",0.112936493134503,"K07231; putative iron-regulated protein"
"K07232","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00127608530536315,"BH",0.00352885078780845,"CHAC, chaC; glutathione-specific gamma-glutamylcyclotransferase [EC:4.3.2.7]"
"K07233","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0466989739049952,"BH",0.0830257959985818,"pcoB, copB; copper resistance protein B"
"K07234","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0259560993117977,"BH",0.0499960256115665,"K07234; uncharacterized protein involved in response to NO"
"K07235","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00819168359899964,"BH",0.0183902624245522,"tusD, dsrE; tRNA 2-thiouridine synthesizing protein D [EC:2.8.1.-]"
"K07236","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0100748701949036,"BH",0.0220389800487554,"tusC, dsrF; tRNA 2-thiouridine synthesizing protein C"
"K07237","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00292154489670017,"BH",0.00728229021471007,"tusB, dsrH; tRNA 2-thiouridine synthesizing protein B"
"K07238","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.459626176049097,"BH",0.53067808600927,"TC.ZIP, zupT, ZRT3, ZIP2; zinc transporter, ZIP family"
"K07239","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.180602358865939,"BH",0.256779892930025,"TC.HME; heavy-metal exporter, HME family"
"K07240","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0208050977120065,"BH",0.0413621195170209,"chrA; chromate transporter"
"K07241","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",8.3913333973579e-07,"BH",1.05491763275985e-05,"hoxN, nixA; nickel/cobalt transporter (NiCoT) family protein"
"K07242","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0526671399189444,"BH",0.0919858376305324,"K07242; putative multicomponent Na+:H+ antiporter subunit B"
"K07243","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",9.62148004477866e-07,"BH",1.06406698107177e-05,"FTR, FTH1, efeU; high-affinity iron transporter"
"K07244","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.540800894014757,"BH",0.598113866408133,"K07244; mgtE-like transporter"
"K07245","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0194611182815021,"BH",0.0389564288645236,"pcoD; copper resistance protein D"
"K07246","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.80464904386155e-05,"BH",8.55652045501416e-05,"ttuC, dmlA; tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]"
"K07248","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",9.36935258752361e-05,"BH",0.000358516060947727,"aldA; lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21]"
"K07250","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0007287102294468,"BH",0.00212883039679416,"gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]"
"K07251","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00645341927192249,"BH",0.0148790092714563,"thiK; thiamine kinase [EC:2.7.1.89]"
"K07254","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00837600504436746,"BH",0.0187425107964962,"atrm56; tRNA (cytidine56-2'-O)-methyltransferase [EC:2.1.1.206]"
"K07255","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.517977386407012,"BH",0.580521913841845,"tauX; taurine dehydrogenase small subunit [EC:1.4.2.-]"
"K07256","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.536836269662015,"BH",0.59570046902192,"tauY; taurine dehydrogenase large subunit [EC:1.4.2.-]"
"K07257","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",8.38289078107332e-07,"BH",1.05491763275985e-05,"spsF; spore coat polysaccharide biosynthesis protein SpsF"
"K07258","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.196354200879287,"BH",0.275197809781816,"dacC, dacA, dacD; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]"
"K07259","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0892923571779415,"BH",0.142984903646851,"dacB; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]"
"K07260","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000114699672822756,"BH",0.000427411808894172,"vanY; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]"
"K07261","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.001418850242081,"BH",0.00388125660458811,"mepA; penicillin-insensitive murein DD-endopeptidase [EC:3.4.24.-]"
"K07262","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0101910455657921,"BH",0.0222575039896981,"pbpG; serine-type D-Ala-D-Ala endopeptidase (penicillin-binding protein 7) [EC:3.4.21.-]"
"K07263","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",4.13385987481243e-06,"BH",2.6447417973063e-05,"pqqL; zinc protease [EC:3.4.24.-]"
"K07264","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",2.09443023319091e-06,"BH",1.58555094951197e-05,"arnT, pmrK; 4-amino-4-deoxy-L-arabinose transferase [EC:2.4.2.43]"
"K07265","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000511922349032989,"BH",0.0015549883039278,"kpsS, lipB; capsular polysaccharide export protein"
"K07266","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000527512880733741,"BH",0.00159834313066288,"kpsC, lipA; capsular polysaccharide export protein"
"K07267","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0879304436717333,"BH",0.141234143078,"oprB; porin"
"K07268","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0860051448748992,"BH",0.138695723133949,"oapA; opacity associated protein"
"K07269","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.146140129489753,"BH",0.214934149137683,"ytfB; uncharacterized protein"
"K07270","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00294861961701543,"BH",0.00734308331581692,"K07270; glycosyl transferase, family 25"
"K07271","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00119905018790576,"BH",0.00333606311946429,"licD; lipopolysaccharide cholinephosphotransferase [EC:2.7.8.-]"
"K07272","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.418913856668526,"BH",0.496996724086437,"rgpF; rhamnosyltransferase [EC:2.4.1.-]"
"K07273","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00187344459291798,"BH",0.00495334257868394,"acm; lysozyme"
"K07274","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0249257226262923,"BH",0.0482834343647872,"mipA, ompV; MipA family protein"
"K07275","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000103149012268817,"BH",0.000389357618923043,"ompW; outer membrane protein"
"K07276","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0419687841806003,"BH",0.075889064583675,"K07276; uncharacterized protein"
"K07277","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00021250996690099,"BH",0.00072382567699809,"SAM50, TOB55, bamA; outer membrane protein insertion porin family"
"K07278","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.722750604202958,"BH",0.752069888169788,"tamA; translocation and assembly module TamA"
"K07279","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.5211905210035,"BH",0.58307150013582,"yfaL; autotransporter family porin"
"K07280","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0058074982499559,"BH",0.013526425225451,"K07280; outer membrane protein"
"K07281","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",9.97048165569898e-07,"BH",1.07006669919834e-05,"ipct; 1L-myo-inositol 1-phosphate cytidylyltransferase [EC:2.7.7.74]"
"K07282","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.192366756781213,"BH",0.270802954974541,"capA, pgsA; gamma-polyglutamate biosynthesis protein CapA"
"K07283","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",4.50334748543622e-06,"BH",2.79989844569732e-05,"ydiY; putative salt-induced outer membrane protein"
"K07284","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.114359802616693,"BH",0.174150949139611,"srtA; sortase A [EC:3.4.22.70]"
"K07285","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00398749265525021,"BH",0.00966784883535749,"slp; outer membrane lipoprotein"
"K07286","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0849378585269131,"BH",0.137233562016067,"yajG; uncharacterized lipoprotein"
"K07287","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0117868416909477,"BH",0.0253779054486043,"bamC; outer membrane protein assembly factor BamC"
"K07288","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.99307467449985e-06,"BH",1.53864014397301e-05,"tspA; uncharacterized membrane protein"
"K07289","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0616366782946876,"BH",0.105271288650215,"asmA; AsmA protein"
"K07290","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",3.51811283389337e-06,"BH",2.32815288794725e-05,"yhjG; AsmA family protein"
"K07291","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.24666417168152e-05,"BH",6.47091592833323e-05,"dipps; CDP-L-myo-inositol myo-inositolphosphotransferase [EC:2.7.8.34]"
"K07300","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",7.98061612181464e-05,"BH",0.000312370408295018,"chaA, CAX; Ca2+:H+ antiporter"
"K07301","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",3.2944654439908e-06,"BH",2.21990791277685e-05,"yrbG; cation:H+ antiporter"
"K07302","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00106503839018014,"BH",0.00299798329638519,"iorA; isoquinoline 1-oxidoreductase subunit alpha [EC:1.3.99.16]"
"K07303","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00197340991799977,"BH",0.0051885207939719,"iorB; isoquinoline 1-oxidoreductase subunit beta [EC:1.3.99.16]"
"K07304","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.236713315035495,"BH",0.318977374646688,"msrA; peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]"
"K07305","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.379373687329421,"BH",0.461768628500393,"msrB; peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]"
